,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
NID1,7156.96997414366,-1.75874389972114,0.0414602335288564,-42.4200191370618,0,0,down
PDGFRB,1067.36364283026,-3.12141218480057,0.0729780799754579,-42.7719143316772,0,0,down
TUBB,10028.0263790495,-1.47253689283619,0.0352604271806726,-41.7617428538511,0,0,down
TOP2A,5637.92045903489,-1.45931647219119,0.0384144825238791,-37.9887057253485,0,0,down
COL3A1,19934.2904686677,-1.1565258135427,0.0326760630477252,-35.3936706467219,2.13663788809537e-274,4.24799222784828e-271,down
VGF,905.165877547702,-2.63345302297719,0.0743998088918354,-35.3959648848801,1.96986429843415e-274,4.24799222784828e-271,down
NOLC1,5350.7068139553,1.42507477031734,0.0410207264037544,34.7403592098972,1.93801686542962e-264,3.30265759824427e-261,up
RPL7A,9290.27008090908,-1.23251032167956,0.0366724766347305,-33.6085924590193,1.25648476036155e-247,1.87357583829411e-244,down
SUCNR1,833.169594498215,-2.50263460609052,0.0747841711675121,-33.4647635591865,1.56983792835196e-245,2.08073296081228e-242,down
GSN,3355.31617083635,-1.60001283164055,0.0480923507192605,-33.2695908540766,1.06334344810739e-242,1.26846239924731e-239,down
DDX21,8178.85051056921,1.17729364081801,0.0359120149086638,32.782723102902,1.03811701193142e-235,1.12579071230272e-232,up
SLC25A5,2409.83004068798,-1.39695900187841,0.0440638373456458,-31.7030718618621,1.40936649379907e-220,1.40102774204409e-217,down
PRC1,1363.84320358216,-1.79612932658401,0.0567780466366866,-31.6342219040599,1.24995803254461e-219,1.14698072078651e-216,down
HGF,9793.74816610051,-0.975979555466694,0.0315735151387864,-30.9113366432791,8.41103727135397e-210,7.1668045435701e-207,NA
AMOTL2,1937.22140255634,1.5886239609548,0.0514408604542116,30.8825308699659,2.0501237480631e-209,1.63039507937631e-206,up
ERMP1,1091.31455595304,-2.05300924651916,0.0674675442385664,-30.429583137926,2.2316143023306e-203,1.66380793828136e-200,down
