Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000070111.4	1	0	2	0	9	0	0	0
ENSMUSG00000031785.16	3040	6485	6561	2353	3104	1145	2426	3082
ENSMUSG00000060470.7	306	7	171	336	2	97	1	164
ENSMUSG00000110426.1	0	0	0	0	0	0	0	0
ENSMUSG00000031786.7	225	3	153	155	1	93	2	172
ENSMUSG00000031787.8	329	1241	11	1	264	80	492	293
ENSMUSG00000110516.1	0	0	0	0	0	0	0	0
ENSMUSG00000031788.14	7	143	0	1	0	0	0	0
ENSMUSG00000110517.1	11	0	0	0	0	0	0	0
ENSMUSG00000110428.1	0	0	0	0	0	0	0	0
ENSMUSG00000110475.1	0	0	0	0	0	0	0	0
ENSMUSG00000031789.17	68	5	83	42	196	15	0	125
ENSMUSG00000090206.8	0	0	0	0	0	0	0	0
ENSMUSG00000046556.7	2	384	202	210	34	93	87	58
ENSMUSG00000031792.15	6	386	801	207	441	123	22	412
ENSMUSG00000031790.8	0	0	0	0	0	0	0	0
ENSMUSG00000031796.7	649	16	2048	581	508	409	345	1013
ENSMUSG00000046707.9	107	96	357	134	622	66	60	198
ENSMUSG00000110598.1	0	86	1	29	95	57	3	139
ENSMUSG00000110635.1	0	0	0	0	0	0	0	0
ENSMUSG00000110427.1	0	0	0	0	0	0	0	0
ENSMUSG00000036598.4	0	0	0	0	0	0	0	0
ENSMUSG00000110577.1	0	0	0	0	0	0	0	0
ENSMUSG00000048400.13	0	0	0	0	0	0	0	0
ENSMUSG00000081436.1	0	0	0	3	0	0	3	0
ENSMUSG00000110447.1	0	0	0	0	0	0	0	0
ENSMUSG00000110483.1	0	0	0	0	0	0	0	0
ENSMUSG00000031669.10	16	5	193	0	3	55	52	320
ENSMUSG00000110701.1	0	0	0	0	0	0	0	0
ENSMUSG00000036564.17	0	270	100	1	0	0	0	0
ENSMUSG00000031671.11	0	13	130	38	743	72	209	228
ENSMUSG00000036550.16	313	340	1914	422	930	682	407	1245
ENSMUSG00000065089.1	0	0	0	0	0	0	0	0
ENSMUSG00000106145.1	0	0	0	0	0	0	0	0
ENSMUSG00000105690.1	0	0	0	0	0	0	0	0
ENSMUSG00000065211.3	0	0	0	0	0	0	0	0
ENSMUSG00000110556.1	0	0	0	29	0	3	0	0
ENSMUSG00000074136.9	0	0	1	1	0	0	0	65
ENSMUSG00000110489.1	0	0	0	0	0	0	0	0
ENSMUSG00000061104.5	18	12	21	16	34	10	30	33
ENSMUSG00000110661.1	0	0	0	0	0	0	0	0
ENSMUSG00000036534.6	168	1	33	158	92	34	0	176
ENSMUSG00000031672.8	160	98	147	159	183	71	71	302
ENSMUSG00000110711.1	0	0	17	0	0	0	0	0
ENSMUSG00000110634.1	0	0	0	0	0	0	0	0
ENSMUSG00000110506.1	0	0	0	0	0	0	0	0
ENSMUSG00000110623.1	0	0	0	0	0	0	0	0
ENSMUSG00000077272.1	0	0	0	0	0	0	0	0
ENSMUSG00000110633.1	0	0	0	0	0	0	0	0
ENSMUSG00000110717.1	0	0	0	0	0	0	0	0
ENSMUSG00000077938.1	0	0	0	0	0	0	0	0
ENSMUSG00000110567.1	0	0	0	0	0	0	0	0
ENSMUSG00000110715.1	0	2	2	0	3	1	0	2
ENSMUSG00000110552.1	0	0	0	0	0	0	0	0
ENSMUSG00000089539.1	0	0	0	0	0	0	0	0
ENSMUSG00000077125.1	0	0	0	0	0	0	0	0
ENSMUSG00000109937.1	0	0	0	0	0	0	0	0
ENSMUSG00000081111.3	50	34	48	23	51	29	94	147
ENSMUSG00000098116.1	0	0	0	0	0	0	0	0
ENSMUSG00000109615.1	0	0	0	0	0	0	0	0
ENSMUSG00000109645.1	0	1	0	0	0	2	0	0
ENSMUSG00000109681.1	0	0	0	0	0	0	0	0
ENSMUSG00000110194.1	21	13	13	3	9	6	22	18
ENSMUSG00000080480.1	0	0	0	0	0	0	0	0
ENSMUSG00000110011.1	0	0	0	0	0	0	0	0
ENSMUSG00000089819.1	0	0	0	0	0	0	0	0
ENSMUSG00000036510.17	0	0	0	0	0	0	0	0
ENSMUSG00000109775.1	0	0	0	0	0	0	0	0
ENSMUSG00000065819.1	0	0	0	0	0	0	0	0
ENSMUSG00000086842.2	0	0	0	0	0	0	0	0
ENSMUSG00000090116.1	0	0	0	0	0	0	0	0
ENSMUSG00000052479.5	0	0	0	0	0	0	0	0
ENSMUSG00000083586.2	0	0	0	0	0	0	0	0
ENSMUSG00000109939.1	0	0	0	0	0	0	0	0
ENSMUSG00000071041.4	30	35	53	34	54	27	49	69
ENSMUSG00000081383.1	0	0	0	0	0	0	0	0
ENSMUSG00000110220.1	0	0	0	0	0	0	0	0
ENSMUSG00000110014.1	0	0	0	0	0	0	0	0
ENSMUSG00000109769.1	0	0	0	0	0	0	0	0
ENSMUSG00000087985.1	0	0	0	0	0	0	0	0
ENSMUSG00000088596.1	0	0	0	0	0	0	0	0
ENSMUSG00000110069.1	2	5	2	0	3	0	2	4
ENSMUSG00000031673.6	5	0	0	0	14	0	0	5
ENSMUSG00000110084.1	0	0	0	0	0	0	0	0
ENSMUSG00000109997.1	0	0	0	0	0	0	0	0
ENSMUSG00000078006.1	0	0	0	0	0	0	0	0
ENSMUSG00000110269.1	0	0	0	0	0	0	0	0
ENSMUSG00000063696.7	1341	1908	1420	1086	1754	622	1996	3257
ENSMUSG00000109848.1	0	0	0	0	0	0	0	0
ENSMUSG00000109701.1	0	0	0	0	0	0	0	0
ENSMUSG00000110340.1	0	0	0	0	0	0	0	0
ENSMUSG00000109699.1	0	0	0	0	0	0	0	0
ENSMUSG00000110336.1	0	0	0	0	0	0	0	0
ENSMUSG00000110019.1	0	0	0	0	0	0	0	0
ENSMUSG00000110053.1	0	0	0	0	0	0	0	0
ENSMUSG00000031871.9	0	0	0	0	0	0	0	0
ENSMUSG00000109909.1	0	0	0	0	0	0	0	0
ENSMUSG00000031872.14	0	0	0	0	0	0	0	0
ENSMUSG00000074128.4	0	0	0	0	0	0	0	0
ENSMUSG00000110674.1	0	0	0	0	0	0	0	0
ENSMUSG00000110638.1	0	0	0	0	0	0	0	0
ENSMUSG00000110551.1	0	0	0	0	0	0	0	0
ENSMUSG00000035824.7	43	676	228	762	416	18	339	433
ENSMUSG00000054400.16	116	3	531	63	460	125	164	342
ENSMUSG00000074127.6	0	0	0	0	0	0	0	0
ENSMUSG00000031876.18	0	0	0	0	0	0	0	0
ENSMUSG00000110430.2	0	0	0	0	0	0	1	0
ENSMUSG00000110642.1	0	0	0	1	1	1	1	1
ENSMUSG00000078953.1	0	0	0	0	0	0	0	0
ENSMUSG00000035785.6	0	0	0	0	0	0	0	0
ENSMUSG00000110600.1	0	0	0	0	0	0	0	0
ENSMUSG00000031875.7	127	56	249	2	131	29	120	351
ENSMUSG00000096188.1	0	0	0	1	112	1	0	0
ENSMUSG00000110486.1	0	0	0	0	0	0	0	0
ENSMUSG00000035770.8	92	457	250	81	75	106	232	105
ENSMUSG00000110689.1	0	0	81	42	0	18	14	0
ENSMUSG00000110630.1	0	0	0	0	0	0	0	0
ENSMUSG00000052616.10	0	0	0	0	0	0	0	0
ENSMUSG00000077633.1	0	0	0	0	0	0	0	0
ENSMUSG00000031878.18	176	3	100	114	914	237	92	207
ENSMUSG00000031883.13	0	2	152	0	205	6	2	1
ENSMUSG00000110607.1	0	0	0	0	0	0	0	0
ENSMUSG00000048371.8	84	111	457	193	3	165	238	726
ENSMUSG00000031881.6	0	0	0	0	0	0	0	0
ENSMUSG00000031880.7	0	0	0	83	75	37	94	3
ENSMUSG00000110652.1	0	0	0	0	0	0	0	0
ENSMUSG00000031879.14	443	911	335	227	862	163	674	572
ENSMUSG00000023737.14	0	0	0	0	0	0	0	0
ENSMUSG00000110568.1	0	0	0	0	0	0	0	0
ENSMUSG00000110557.2	0	0	0	0	0	0	0	0
ENSMUSG00000105612.1	0	0	0	0	0	0	0	0
ENSMUSG00000118580.1	0	0	0	0	0	0	0	0
ENSMUSG00000110497.1	0	0	0	0	0	0	0	0
ENSMUSG00000055730.16	0	0	0	0	0	0	0	0
ENSMUSG00000110639.1	0	0	0	0	0	0	0	0
ENSMUSG00000110694.1	0	0	0	0	0	0	0	0
ENSMUSG00000069925.6	0	0	0	0	0	0	0	0
ENSMUSG00000050097.6	0	0	0	0	0	0	0	0
ENSMUSG00000089748.2	0	0	0	0	0	0	0	0
ENSMUSG00000061825.10	0	0	0	0	0	0	0	0
ENSMUSG00000031884.10	0	0	0	0	0	0	0	0
ENSMUSG00000110597.1	0	0	0	0	0	0	0	0
ENSMUSG00000031886.14	0	0	0	0	0	0	0	0
ENSMUSG00000118611.1	0	0	0	0	0	0	0	0
ENSMUSG00000062826.7	0	0	0	0	0	0	0	0
ENSMUSG00000031877.9	355	618	117	755	1987	433	1257	1341
ENSMUSG00000110479.1	0	0	0	0	0	0	0	0
ENSMUSG00000091813.4	0	0	0	0	0	0	0	0
ENSMUSG00000110549.1	0	0	0	0	0	0	0	0
ENSMUSG00000069922.12	0	0	0	0	0	0	0	0
ENSMUSG00000110488.1	0	0	0	0	0	0	0	0
ENSMUSG00000062181.14	0	0	0	0	0	0	0	0
ENSMUSG00000110502.1	0	0	0	0	0	0	0	0
ENSMUSG00000060560.8	0	0	0	0	0	0	0	0
ENSMUSG00000099465.1	0	0	0	0	2	0	0	0
ENSMUSG00000031885.14	77	376	157	30	65	52	65	169
ENSMUSG00000064494.1	0	0	0	0	0	0	0	0
ENSMUSG00000084711.1	0	0	0	0	0	0	0	11
ENSMUSG00000031889.9	194	612	3	113	1	105	474	139
ENSMUSG00000069920.10	0	0	0	0	0	0	0	0
ENSMUSG00000031887.13	35	271	280	76	250	253	423	624
ENSMUSG00000033313.11	2	0	0	166	18	77	3	0
ENSMUSG00000033249.10	0	0	0	0	0	0	0	0
ENSMUSG00000014776.7	0	0	0	0	0	0	0	0
ENSMUSG00000014837.15	137	1	0	97	0	2	1	1
ENSMUSG00000110611.1	1	0	0	0	0	0	0	0
ENSMUSG00000043251.6	5	1	265	1	0	17	2	1
ENSMUSG00000014859.9	163	266	634	279	998	232	479	511
ENSMUSG00000014791.10	17	1	1	343	386	1	1	3
ENSMUSG00000099127.1	0	0	0	0	0	0	0	0
ENSMUSG00000070130.1	0	0	0	0	0	0	0	0
ENSMUSG00000041679.9	65	2	18	210	452	12	1	1
ENSMUSG00000014856.12	848	548	963	808	959	254	1135	877
ENSMUSG00000014778.10	3	192	260	19	90	25	0	1
ENSMUSG00000014786.8	0	0	0	0	0	1	0	0
ENSMUSG00000014782.16	0	0	0	0	0	0	0	0
ENSMUSG00000051648.13	0	0	0	0	0	9	0	0
ENSMUSG00000054320.16	0	106	148	57	96	7	29	1
ENSMUSG00000014846.12	0	15	1	75	0	1	0	0
ENSMUSG00000039199.6	352	227	142	87	0	14	243	99
ENSMUSG00000110608.1	0	0	0	0	0	0	0	0
ENSMUSG00000031891.6	0	0	0	0	152	0	0	0
ENSMUSG00000013160.7	115	768	566	402	333	67	287	496
ENSMUSG00000104168.1	2	0	0	23	50	19	1	1
ENSMUSG00000005705.10	0	0	0	0	0	0	0	0
ENSMUSG00000110686.1	61	65	80	29	109	45	117	168
ENSMUSG00000038604.9	65	121	1249	350	737	735	691	706
ENSMUSG00000089432.1	0	0	0	0	0	0	0	0
ENSMUSG00000098120.1	29	61	80	27	15	3	6	25
ENSMUSG00000102593.1	34	199	28	0	0	36	4	136
ENSMUSG00000005698.15	228	13	533	332	855	399	142	347
ENSMUSG00000080021.5	16	37	32	5	20	8	98	47
ENSMUSG00000050357.9	0	0	2	1	0	95	41	64
ENSMUSG00000038000.10	347	297	1571	272	1070	283	750	1522
ENSMUSG00000005699.16	1	5	79	136	131	2	1	132
ENSMUSG00000013155.10	177	22	137	202	301	28	146	287
ENSMUSG00000013158.6	0	0	0	0	0	0	0	0
ENSMUSG00000013150.15	153	1	1	81	1	0	44	1
ENSMUSG00000037415.7	13	45	313	1	837	74	133	9
ENSMUSG00000031893.7	0	0	0	0	10	0	3	0
ENSMUSG00000036672.5	474	12	1085	133	612	168	195	797
ENSMUSG00000036442.8	335	11	112	72	127	233	420	469
ENSMUSG00000110586.1	0	0	76	0	0	0	0	0
ENSMUSG00000008450.8	837	531	885	813	1870	651	1276	1644
ENSMUSG00000036270.16	109	673	348	313	603	65	863	972
ENSMUSG00000044287.6	0	0	0	0	0	0	0	0
ENSMUSG00000048310.8	116	588	179	82	53	91	21	277
ENSMUSG00000031896.7	0	0	0	0	83	1	0	0
ENSMUSG00000087436.1	0	0	0	0	0	0	0	0
ENSMUSG00000031897.9	1244	2275	450	1125	2238	727	1839	2547
ENSMUSG00000035237.7	0	0	0	0	0	0	0	0
ENSMUSG00000017765.17	1	0	0	0	28	0	4	154
ENSMUSG00000099131.1	0	0	0	0	0	0	0	0
ENSMUSG00000110457.2	0	0	0	0	0	0	0	0
ENSMUSG00000031898.9	0	0	0	0	0	0	0	0
ENSMUSG00000053687.15	107	12	0	0	0	0	0	0
ENSMUSG00000115067.1	0	0	0	0	0	0	0	0
ENSMUSG00000065231.1	0	0	0	0	0	0	0	0
ENSMUSG00000031901.12	190	57	144	179	218	154	403	158
ENSMUSG00000115768.1	0	0	0	0	0	0	0	0
ENSMUSG00000045538.6	7	3	364	447	153	136	4	573
ENSMUSG00000031902.10	74	226	384	94	499	7	175	270
ENSMUSG00000093345.2	1	0	0	0	0	0	0	0
ENSMUSG00000084128.10	0	0	0	0	0	0	0	0
ENSMUSG00000086390.7	0	0	0	0	0	0	0	0
ENSMUSG00000031903.7	3	2	311	1	57	41	58	103
ENSMUSG00000031904.5	357	16	235	247	183	119	315	608
ENSMUSG00000033106.6	109	368	141	19	425	86	121	310
ENSMUSG00000060098.11	327	94	1221	618	1319	598	648	646
ENSMUSG00000031906.9	0	0	0	0	0	0	0	0
ENSMUSG00000074113.4	0	0	0	0	0	0	0	0
ENSMUSG00000031907.9	2	366	349	134	155	20	112	44
ENSMUSG00000054069.8	0	0	0	0	0	0	0	0
ENSMUSG00000061048.8	0	0	0	0	0	0	0	0
ENSMUSG00000060019.6	238	330	249	159	379	92	416	409
ENSMUSG00000099139.1	0	0	0	0	0	0	0	0
ENSMUSG00000000303.12	0	0	0	0	0	0	0	0
ENSMUSG00000041949.6	119	4	83	4	102	46	210	2
ENSMUSG00000031910.14	0	0	0	0	0	0	0	0
ENSMUSG00000046691.14	0	0	0	0	0	0	0	0
ENSMUSG00000117748.1	0	0	0	0	0	0	0	0
ENSMUSG00000041438.8	332	37	906	441	701	190	657	1064
ENSMUSG00000074108.1	16	16	11	11	20	4	12	30
ENSMUSG00000041308.6	0	0	0	0	0	0	0	0
ENSMUSG00000088969.1	0	0	0	0	0	0	0	0
ENSMUSG00000085464.1	0	0	0	0	0	0	0	0
ENSMUSG00000031913.9	149	5	223	337	195	141	338	654
ENSMUSG00000083734.1	11	8	11	3	15	2	6	14
ENSMUSG00000078931.4	0	0	0	0	0	0	0	0
ENSMUSG00000031916.17	445	401	400	338	712	253	74	211
ENSMUSG00000031917.12	863	14	918	716	993	428	949	1838
ENSMUSG00000031919.6	0	0	0	0	0	0	0	0
ENSMUSG00000031921.17	127	299	340	86	408	115	107	316
ENSMUSG00000098671.1	0	0	0	0	0	0	0	0
ENSMUSG00000102271.1	0	0	0	0	0	0	0	0
ENSMUSG00000031924.4	82	257	226	234	513	270	477	467
ENSMUSG00000057657.4	84	154	132	79	150	81	187	209
ENSMUSG00000003847.16	100	867	535	136	484	71	78	234
ENSMUSG00000003849.8	43	3	338	19	366	53	8	128
ENSMUSG00000003848.14	281	560	1121	622	612	348	991	1179
ENSMUSG00000031930.11	77	42	1165	295	964	271	814	504
ENSMUSG00000059775.5	346	462	476	218	481	191	569	658
ENSMUSG00000110501.1	0	0	0	0	0	0	0	0
ENSMUSG00000065439.1	0	0	0	0	0	0	0	0
ENSMUSG00000039067.5	1367	947	865	1362	3266	750	2015	2733
ENSMUSG00000110508.1	0	0	0	0	0	0	1	0
ENSMUSG00000095727.1	0	0	0	0	0	0	0	0
ENSMUSG00000094718.1	0	0	0	0	1	0	0	0
ENSMUSG00000110625.1	0	0	0	0	0	0	0	0
ENSMUSG00000038872.10	157	12	67	24	40	59	6	13
ENSMUSG00000109868.1	0	0	0	0	0	0	0	0
ENSMUSG00000110613.1	0	0	0	0	0	0	0	0
ENSMUSG00000104292.1	61	1	0	1	0	0	1	0
ENSMUSG00000102989.1	0	0	0	0	0	0	0	0
ENSMUSG00000093697.1	0	0	0	0	0	0	0	0
ENSMUSG00000093241.1	0	0	0	0	0	0	0	0
ENSMUSG00000097393.8	0	0	0	0	0	0	0	0
ENSMUSG00000110528.1	0	0	0	0	0	2	0	0
ENSMUSG00000092821.1	0	0	0	0	0	0	0	0
ENSMUSG00000031727.8	0	0	0	0	0	0	0	0
ENSMUSG00000037993.8	248	3	3	59	598	4	68	165
ENSMUSG00000031723.8	142	5	441	18	356	61	377	199
ENSMUSG00000031722.10	2	2	2	1	363	1	1	667
ENSMUSG00000031730.18	444	605	667	502	787	80	461	942
ENSMUSG00000048827.12	61	0	0	0	0	0	2	0
ENSMUSG00000031729.6	649	10	516	535	1071	499	738	1059
ENSMUSG00000031728.10	0	0	83	87	106	1	63	145
ENSMUSG00000069895.4	0	0	0	0	1	0	11	83
ENSMUSG00000031731.16	308	110	97	70	55	84	30	319
ENSMUSG00000077549.1	0	0	0	0	0	0	0	0
ENSMUSG00000084507.1	0	0	0	0	0	0	0	0
ENSMUSG00000078143.3	0	0	0	0	14	0	0	0
ENSMUSG00000031732.12	68	29	24	74	38	47	37	0
ENSMUSG00000085678.1	0	1	34	0	0	0	0	0
ENSMUSG00000001672.14	0	0	0	0	0	0	0	0
ENSMUSG00000110707.1	0	0	0	0	0	0	0	0
ENSMUSG00000001670.13	0	0	0	0	0	0	0	0
ENSMUSG00000110561.1	0	0	0	0	0	0	0	0
ENSMUSG00000035930.9	0	0	0	0	0	0	0	0
ENSMUSG00000110507.1	0	0	0	0	0	0	0	0
ENSMUSG00000044676.10	79	0	1	0	1	0	3	0
ENSMUSG00000091041.1	0	0	0	0	0	0	0	0
ENSMUSG00000095941.3	0	0	0	0	0	0	0	0
ENSMUSG00000003657.9	0	0	0	0	0	0	0	0
ENSMUSG00000046441.5	44	1	78	206	18	5	52	190
ENSMUSG00000097409.1	0	0	0	0	0	0	0	0
ENSMUSG00000059854.8	0	0	0	0	0	0	3	0
ENSMUSG00000064393.1	0	0	0	0	0	0	0	0
ENSMUSG00000093112.2	0	0	0	0	0	0	0	0
ENSMUSG00000105131.1	0	0	0	0	0	0	0	0
ENSMUSG00000105825.1	0	0	0	0	0	0	0	0
ENSMUSG00000010936.11	1	0	0	142	27	26	361	261
ENSMUSG00000033763.14	80	1	205	49	86	2	136	70
ENSMUSG00000031750.15	0	0	0	0	0	0	0	0
ENSMUSG00000090039.1	0	0	0	0	0	0	0	0
ENSMUSG00000085068.1	0	0	0	0	0	0	0	0
ENSMUSG00000033732.10	255	927	2569	619	2038	766	936	1373
ENSMUSG00000080396.1	0	0	0	0	0	0	0	0
ENSMUSG00000080518.1	0	0	0	0	0	0	0	0
ENSMUSG00000031753.16	294	455	444	249	259	191	473	268
ENSMUSG00000033703.9	4	0	3	0	2	3	114	40
ENSMUSG00000031749.12	136	1	93	0	218	10	138	90
ENSMUSG00000065100.1	0	6	0	1	1	0	3	7
ENSMUSG00000118587.1	0	0	0	0	0	0	0	0
ENSMUSG00000015023.7	24	28	58	25	80	45	45	60
ENSMUSG00000033658.16	1	0	211	25	0	73	186	84
ENSMUSG00000093087.1	0	0	0	0	0	0	0	0
ENSMUSG00000031960.14	137	7	164	8	623	141	778	1030
ENSMUSG00000092671.1	0	0	0	0	0	0	0	0
ENSMUSG00000109941.1	0	0	0	0	0	0	0	0
ENSMUSG00000033633.15	0	0	0	0	0	0	0	0
ENSMUSG00000118613.1	0	0	0	0	0	0	0	0
ENSMUSG00000033624.10	62	0	31	1	69	80	2	154
ENSMUSG00000084808.7	2	0	0	54	15	0	0	0
ENSMUSG00000003316.14	220	6	772	336	562	343	376	234
ENSMUSG00000076382.1	0	0	0	0	0	0	0	0
ENSMUSG00000033596.5	220	161	372	206	123	211	226	416
ENSMUSG00000012519.14	29	104	195	53	0	70	48	126
ENSMUSG00000110484.1	0	0	0	0	0	0	0	0
ENSMUSG00000033579.16	0	0	0	0	0	0	0	0
ENSMUSG00000077477.1	0	0	0	0	0	0	0	0
ENSMUSG00000031959.15	78	0	364	149	141	28	23	216
ENSMUSG00000098410.1	0	0	0	0	0	0	0	0
ENSMUSG00000033545.14	115	105	274	225	279	128	326	356
ENSMUSG00000031958.16	2	0	1	1	0	0	144	5
ENSMUSG00000055835.10	130	5	159	104	94	24	290	213
ENSMUSG00000031957.6	0	0	0	0	0	0	0	0
ENSMUSG00000099129.1	0	0	0	0	0	0	0	0
ENSMUSG00000031955.10	0	0	0	0	0	0	0	0
ENSMUSG00000031954.6	1117	721	719	438	1633	740	1014	1686
ENSMUSG00000031953.2	7	0	102	72	111	2	75	322
ENSMUSG00000089000.1	0	0	0	0	0	0	0	0
ENSMUSG00000031952.5	0	0	0	0	0	0	0	0
ENSMUSG00000031951.8	7	52	0	3	45	16	25	78
ENSMUSG00000031950.7	521	771	809	216	675	376	474	421
ENSMUSG00000031949.17	115	86	0	106	157	66	47	147
ENSMUSG00000031948.14	1100	3278	1151	626	1912	483	2451	2972
ENSMUSG00000033430.10	179	4	313	1	717	174	422	442
ENSMUSG00000092086.2	0	6	2	2	2	1	3	0
ENSMUSG00000065700.1	0	0	0	0	0	0	0	0
ENSMUSG00000110435.1	1	15	6	1	5	2	2	7
ENSMUSG00000098075.1	0	0	0	0	0	0	0	0
ENSMUSG00000031772.17	0	0	0	0	0	0	0	0
ENSMUSG00000089344.1	0	0	0	0	0	0	0	0
ENSMUSG00000110455.1	0	0	0	0	0	0	0	0
ENSMUSG00000110541.1	0	0	0	0	0	0	0	0
ENSMUSG00000077289.1	0	0	0	0	0	0	0	0
ENSMUSG00000088258.1	0	0	0	0	0	0	0	0
ENSMUSG00000078908.10	0	1	281	143	59	46	0	243
ENSMUSG00000033409.14	0	0	0	0	0	0	0	0
ENSMUSG00000110581.1	0	0	0	0	0	0	0	0
ENSMUSG00000110582.1	0	0	0	0	0	0	0	0
ENSMUSG00000053399.9	0	0	0	0	0	0	0	0
ENSMUSG00000031767.13	127	350	193	145	303	135	172	115
ENSMUSG00000046844.6	0	0	0	0	0	0	0	0
ENSMUSG00000084848.1	0	0	0	0	0	0	0	0
ENSMUSG00000008874.3	0	0	0	0	0	0	0	0
ENSMUSG00000004637.15	191	653	317	105	34	32	52	138
ENSMUSG00000090217.1	0	0	0	0	0	0	0	0
ENSMUSG00000089723.1	0	0	0	0	0	0	0	0
ENSMUSG00000089797.1	0	0	0	0	0	0	0	0
ENSMUSG00000088428.1	0	0	0	0	0	0	0	0
ENSMUSG00000110592.1	0	0	0	0	0	0	0	0
ENSMUSG00000065090.1	0	0	0	0	0	0	0	0
ENSMUSG00000055435.6	4	0	0	1	0	3	0	2
ENSMUSG00000086717.1	0	0	0	0	0	0	0	0
ENSMUSG00000110620.1	0	0	0	0	1	0	0	0
ENSMUSG00000110476.1	0	0	0	0	0	0	0	0
ENSMUSG00000110709.1	0	0	0	0	0	0	0	0
ENSMUSG00000110700.1	0	0	0	0	0	0	0	0
ENSMUSG00000034467.7	0	0	0	0	0	0	0	0
ENSMUSG00000031758.10	241	0	83	160	151	12	0	91
ENSMUSG00000074072.2	0	0	0	0	0	0	0	0
ENSMUSG00000014633.15	333	7	263	138	276	224	320	313
ENSMUSG00000031756.5	104	4	177	79	168	116	254	110
ENSMUSG00000047388.10	60	264	156	2	101	40	114	127
ENSMUSG00000031847.8	0	0	0	0	0	0	0	0
ENSMUSG00000034424.5	412	12	500	176	216	274	531	977
ENSMUSG00000034416.18	21	0	0	0	0	0	0	1
ENSMUSG00000085688.1	0	0	0	0	0	0	0	0
ENSMUSG00000031845.15	0	0	0	0	0	0	0	0
ENSMUSG00000093446.1	0	0	0	0	0	0	0	0
ENSMUSG00000052557.11	93	3	16	56	2	0	0	122
ENSMUSG00000034390.16	26	1519	461	195	269	94	539	797
ENSMUSG00000099062.1	0	0	0	0	0	0	0	0
ENSMUSG00000098483.1	0	0	0	0	0	0	0	0
ENSMUSG00000034330.10	620	386	1637	297	667	171	792	1582
ENSMUSG00000092818.2	0	0	0	0	0	0	0	0
ENSMUSG00000034308.13	0	252	9	0	0	66	3	0
ENSMUSG00000110459.1	0	0	0	0	0	0	0	0
ENSMUSG00000110151.2	0	0	0	0	0	0	0	0
ENSMUSG00000031844.8	0	0	0	0	0	0	0	0
ENSMUSG00000110520.1	0	0	0	0	0	0	0	0
ENSMUSG00000110494.1	0	0	0	0	0	0	0	0
ENSMUSG00000031843.2	217	167	180	182	487	136	161	281
ENSMUSG00000074065.4	0	350	0	0	0	2	0	0
ENSMUSG00000065028.1	0	0	0	0	0	0	0	0
ENSMUSG00000031841.19	0	0	0	0	0	0	0	0
ENSMUSG00000110662.1	0	0	0	0	0	0	0	0
ENSMUSG00000064801.1	0	0	0	0	0	0	0	0
ENSMUSG00000110548.1	0	0	0	0	0	0	0	0
ENSMUSG00000110667.1	0	0	0	0	0	0	0	0
ENSMUSG00000087707.1	0	0	0	0	0	0	0	0
ENSMUSG00000031839.7	1025	1378	1323	836	1496	357	1524	1717
ENSMUSG00000110470.1	0	0	0	0	0	0	0	0
ENSMUSG00000074064.6	2	3	160	72	398	39	57	115
ENSMUSG00000074063.10	0	736	3	1	1	138	6	195
ENSMUSG00000031837.14	0	0	0	0	0	0	0	0
ENSMUSG00000034224.14	0	0	0	0	0	0	0	0
ENSMUSG00000031835.16	423	201	255	115	649	234	682	358
ENSMUSG00000034189.5	461	11	262	11	660	132	893	62
ENSMUSG00000031831.6	0	0	0	45	0	0	0	0
ENSMUSG00000031832.15	86	0	162	43	0	198	10	1
ENSMUSG00000081378.1	47	51	112	24	56	27	32	50
ENSMUSG00000024266.8	0	0	0	0	0	0	0	0
ENSMUSG00000045246.11	0	0	0	0	0	0	0	0
ENSMUSG00000110453.1	0	0	0	0	0	0	0	0
ENSMUSG00000023336.6	0	0	0	0	0	0	0	0
ENSMUSG00000034112.9	0	110	0	0	0	1	0	0
ENSMUSG00000110445.1	0	0	0	0	0	0	0	0
ENSMUSG00000034105.9	90	3	98	0	0	3	25	0
ENSMUSG00000031827.13	6	0	252	74	1	36	15	97
ENSMUSG00000031828.9	0	1	1	69	0	0	85	375
ENSMUSG00000031826.20	682	186	666	393	585	522	780	432
ENSMUSG00000092329.1	0	0	0	0	0	0	0	0
ENSMUSG00000031825.16	0	0	0	0	0	0	0	0
ENSMUSG00000089776.1	0	0	0	0	0	0	0	0
ENSMUSG00000031823.14	393	12	9	82	123	104	108	87
ENSMUSG00000089742.1	0	0	0	0	0	0	0	0
ENSMUSG00000097944.1	129	1	0	0	1	1	0	0
ENSMUSG00000102665.1	0	0	0	0	0	0	0	0
ENSMUSG00000031824.15	0	0	55	0	68	0	0	0
ENSMUSG00000042269.15	0	0	0	0	0	0	0	0
ENSMUSG00000097960.1	1	0	0	0	0	0	0	0
ENSMUSG00000031822.20	74	447	120	59	161	39	90	116
ENSMUSG00000080549.2	0	0	0	0	0	0	0	0
ENSMUSG00000097983.1	0	0	0	0	7	0	0	0
ENSMUSG00000102737.1	0	0	0	0	0	0	0	0
ENSMUSG00000098280.1	0	0	0	0	0	0	0	0
ENSMUSG00000031821.11	1105	266	205	100	532	193	383	299
ENSMUSG00000097773.1	148	0	0	0	0	1	0	29
ENSMUSG00000110601.1	0	0	0	0	0	0	0	0
