Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000035454.1	0	0	0	0	0	0	0	0
ENSMUSG00000025056.4	0	0	0	0	0	0	0	0
ENSMUSG00000035427.18	0	0	0	0	0	0	0	0
ENSMUSG00000083830.1	0	0	0	0	0	0	0	0
ENSMUSG00000082033.3	0	0	0	0	0	0	0	0
ENSMUSG00000082461.1	0	0	1	0	0	0	0	0
ENSMUSG00000083977.3	0	0	0	0	0	0	0	0
ENSMUSG00000080069.2	0	0	0	0	0	0	0	0
ENSMUSG00000085577.1	0	0	0	0	0	0	0	0
ENSMUSG00000118598.1	0	0	0	0	0	0	0	0
ENSMUSG00000082450.1	0	0	0	0	0	0	0	0
ENSMUSG00000065758.1	0	0	0	0	0	0	0	0
ENSMUSG00000052372.10	0	0	0	0	0	0	0	0
ENSMUSG00000083779.1	0	0	0	0	0	0	0	0
ENSMUSG00000084029.1	0	0	0	0	0	0	0	0
ENSMUSG00000083421.1	0	0	0	0	0	0	0	0
ENSMUSG00000093056.2	0	0	0	0	0	0	0	0
ENSMUSG00000081424.1	0	0	0	0	0	0	0	0
ENSMUSG00000065747.1	0	0	0	0	0	0	0	0
ENSMUSG00000081877.1	0	0	0	0	0	0	0	0
ENSMUSG00000082595.1	0	0	0	0	0	0	0	0
ENSMUSG00000081892.2	2	0	0	1	1	0	0	2
ENSMUSG00000083058.1	0	0	0	0	0	0	0	0
ENSMUSG00000084355.1	0	0	0	0	0	0	0	0
ENSMUSG00000086142.3	0	0	0	0	0	0	0	0
ENSMUSG00000081673.1	10	6	5	11	16	3	14	19
ENSMUSG00000083640.1	0	0	0	0	0	0	0	0
ENSMUSG00000097961.1	0	0	0	0	0	0	0	0
ENSMUSG00000084559.1	0	0	0	0	0	0	0	0
ENSMUSG00000098725.1	0	0	0	0	0	0	0	0
ENSMUSG00000082847.1	0	0	0	0	0	0	0	0
ENSMUSG00000081167.1	0	0	0	0	0	0	0	0
ENSMUSG00000084060.3	5	3	10	10	12	6	11	14
ENSMUSG00000082311.1	0	0	0	0	0	0	0	0
ENSMUSG00000081458.2	0	0	0	0	0	0	0	0
ENSMUSG00000081033.1	0	0	0	0	0	0	0	0
ENSMUSG00000083923.1	0	0	0	0	0	0	0	0
ENSMUSG00000118508.1	0	0	0	0	0	0	0	0
ENSMUSG00000083597.1	0	0	0	0	0	0	0	0
ENSMUSG00000035395.11	0	0	0	0	0	0	0	0
ENSMUSG00000081628.1	0	0	0	0	0	0	0	0
ENSMUSG00000082422.1	0	0	0	0	0	0	0	0
ENSMUSG00000079513.1	0	0	0	0	0	0	0	0
ENSMUSG00000083253.1	2	1	0	0	2	0	0	2
ENSMUSG00000095818.2	0	0	0	0	0	0	0	0
ENSMUSG00000100506.1	0	0	0	0	0	0	0	0
ENSMUSG00000035387.5	0	0	0	0	0	0	0	0
ENSMUSG00000083508.1	0	0	2	0	0	0	0	0
ENSMUSG00000082479.3	0	0	0	0	0	0	0	0
ENSMUSG00000084289.1	36	29	13	19	29	14	31	34
ENSMUSG00000091497.1	0	0	0	0	0	0	0	0
ENSMUSG00000059972.7	0	0	0	0	0	0	0	0
ENSMUSG00000080427.1	0	0	0	0	0	0	0	0
ENSMUSG00000082832.1	0	0	0	0	0	0	0	0
ENSMUSG00000080765.1	0	0	0	0	0	0	0	0
ENSMUSG00000081235.1	0	0	0	0	0	0	0	0
ENSMUSG00000073069.2	0	0	0	0	0	0	0	0
ENSMUSG00000083926.1	0	0	0	0	0	0	0	0
ENSMUSG00000094861.1	0	0	0	0	0	0	0	0
ENSMUSG00000096072.1	0	0	0	0	0	0	0	0
ENSMUSG00000080863.1	0	0	0	0	0	0	0	0
ENSMUSG00000084057.1	0	0	0	0	0	0	0	0
ENSMUSG00000083955.1	0	0	0	0	0	0	0	0
ENSMUSG00000057805.4	0	0	0	0	0	0	0	0
ENSMUSG00000081960.3	0	0	0	0	0	0	0	0
ENSMUSG00000064129.4	0	0	0	0	0	0	0	0
ENSMUSG00000061392.2	0	0	0	0	0	0	0	0
ENSMUSG00000082807.1	0	0	0	0	0	0	0	0
ENSMUSG00000084155.1	0	0	0	0	0	0	0	0
ENSMUSG00000083994.1	0	0	0	0	0	0	0	0
ENSMUSG00000078123.3	0	0	0	0	0	0	0	0
ENSMUSG00000084269.1	0	0	0	0	0	0	0	0
ENSMUSG00000062162.2	0	0	0	0	0	0	0	0
ENSMUSG00000081743.3	0	0	0	0	0	0	0	0
ENSMUSG00000083701.3	0	0	0	0	0	0	0	0
ENSMUSG00000067649.3	0	0	0	0	0	0	0	0
ENSMUSG00000080155.2	0	0	0	0	0	0	0	0
ENSMUSG00000071726.2	0	0	0	0	0	0	0	0
ENSMUSG00000080737.1	0	0	0	0	0	0	0	0
ENSMUSG00000088663.1	0	0	0	0	0	0	0	0
ENSMUSG00000093329.1	0	0	0	0	0	0	0	0
ENSMUSG00000095110.1	0	0	0	0	0	0	0	0
ENSMUSG00000077294.1	0	0	0	0	0	0	0	0
ENSMUSG00000096153.1	0	0	0	0	0	0	0	0
ENSMUSG00000065266.1	0	0	0	0	0	0	0	0
ENSMUSG00000035277.15	0	0	0	0	0	0	0	0
ENSMUSG00000006678.6	303	350	548	124	625	253	115	527
ENSMUSG00000083207.1	0	1	0	0	2	0	1	4
ENSMUSG00000088445.1	0	0	0	0	0	0	0	0
ENSMUSG00000087255.2	0	0	0	0	0	0	0	0
ENSMUSG00000035246.16	0	2	25	84	97	28	147	129
ENSMUSG00000035232.8	223	313	1313	416	1204	525	356	617
ENSMUSG00000082728.1	0	0	0	0	0	0	0	0
ENSMUSG00000081573.1	0	0	0	0	0	0	0	0
ENSMUSG00000081044.8	0	0	0	0	0	0	0	0
ENSMUSG00000083114.1	0	0	0	0	0	0	0	0
ENSMUSG00000080995.1	0	0	0	0	0	0	0	0
ENSMUSG00000081055.1	0	0	0	0	0	0	0	0
ENSMUSG00000087640.1	0	0	0	0	0	0	0	0
ENSMUSG00000079509.10	18	149	121	93	66	117	108	178
ENSMUSG00000035150.15	169	49	195	71	254	41	232	127
ENSMUSG00000043929.16	96	20	0	8	35	26	14	86
ENSMUSG00000099072.1	0	0	0	0	0	0	0	0
ENSMUSG00000080923.1	0	1	5	0	0	0	0	1
ENSMUSG00000082759.1	0	0	0	0	0	0	0	0
ENSMUSG00000084214.1	0	0	0	0	0	0	0	0
ENSMUSG00000118554.1	0	0	0	0	0	0	0	0
ENSMUSG00000043549.13	0	0	0	0	0	0	0	0
ENSMUSG00000079508.8	2	412	338	51	116	66	106	65
ENSMUSG00000105544.1	0	0	0	0	0	0	0	0
ENSMUSG00000084007.3	0	0	0	0	0	0	0	0
ENSMUSG00000084904.1	0	0	0	0	0	0	0	0
ENSMUSG00000118620.1	0	0	0	0	0	0	0	0
ENSMUSG00000084450.1	0	0	0	0	0	0	0	0
ENSMUSG00000025151.16	154	213	1023	227	39	364	596	768
ENSMUSG00000081796.1	0	0	0	0	0	0	0	0
ENSMUSG00000080887.1	0	0	0	0	0	0	0	0
ENSMUSG00000082406.1	0	0	0	0	0	0	0	0
ENSMUSG00000080974.2	13	11	11	13	29	21	26	58
ENSMUSG00000071723.7	1	1	1	57	0	0	0	178
ENSMUSG00000083438.1	0	0	0	0	0	0	0	0
ENSMUSG00000073062.3	0	2	85	12	70	1	30	5
ENSMUSG00000109459.1	0	0	0	0	0	0	0	0
ENSMUSG00000082776.3	0	0	0	0	0	0	0	0
ENSMUSG00000081418.1	20	11	12	1	10	7	22	24
ENSMUSG00000082964.3	0	0	0	0	0	0	0	0
ENSMUSG00000073060.4	0	0	0	0	8	0	6	1
ENSMUSG00000087522.3	0	0	0	0	0	0	0	0
ENSMUSG00000071722.4	0	0	0	0	0	0	1	0
ENSMUSG00000025656.17	0	0	0	2	0	0	1	45
ENSMUSG00000083789.1	0	0	0	0	0	0	0	0
ENSMUSG00000080298.2	0	0	0	0	0	0	0	0
ENSMUSG00000082371.1	0	0	0	0	0	0	0	0
ENSMUSG00000080283.2	0	0	0	0	0	0	0	0
ENSMUSG00000050332.7	104	6	215	32	619	24	280	332
ENSMUSG00000031204.3	0	0	0	0	0	0	0	0
ENSMUSG00000109858.1	0	0	0	0	0	0	0	0
ENSMUSG00000083556.1	0	0	0	0	0	0	0	0
ENSMUSG00000035062.13	10	2	141	1	0	39	70	3
ENSMUSG00000035045.17	0	98	71	44	1	29	9	0
ENSMUSG00000071721.5	0	0	0	0	0	0	0	0
ENSMUSG00000057421.12	398	9	234	371	436	39	919	506
ENSMUSG00000031207.16	485	125	1229	607	1230	575	1349	1467
ENSMUSG00000088146.1	0	0	0	0	0	0	0	0
ENSMUSG00000081848.1	0	1	1	0	3	0	2	4
ENSMUSG00000081742.2	0	0	0	0	0	0	0	0
ENSMUSG00000078122.4	0	15	0	1	1	0	6	96
ENSMUSG00000076066.1	0	0	0	0	0	0	0	0
ENSMUSG00000044206.3	0	0	0	0	0	0	0	0
ENSMUSG00000045802.13	0	0	0	0	0	0	0	0
ENSMUSG00000082317.2	0	0	0	0	0	0	0	0
ENSMUSG00000031209.14	0	0	0	0	0	0	0	0
ENSMUSG00000082035.1	5	7	6	3	8	7	9	9
ENSMUSG00000081182.2	0	0	0	0	0	0	0	0
ENSMUSG00000031210.10	0	0	0	0	0	0	0	0
ENSMUSG00000082735.1	0	0	0	0	0	0	0	0
ENSMUSG00000082397.1	0	0	0	0	0	0	0	0
ENSMUSG00000081606.1	0	0	0	0	0	0	0	0
ENSMUSG00000083350.1	0	0	0	0	0	0	0	0
ENSMUSG00000031212.3	0	0	0	0	0	0	0	0
ENSMUSG00000081135.1	0	0	0	0	0	0	0	0
ENSMUSG00000034457.10	0	0	0	0	0	0	0	0
ENSMUSG00000081923.1	0	0	0	0	0	0	0	0
ENSMUSG00000083972.1	0	0	0	0	0	0	0	0
ENSMUSG00000046532.8	0	76	0	0	0	0	12	0
ENSMUSG00000082933.1	0	0	0	0	0	0	0	0
ENSMUSG00000081397.1	0	0	0	0	0	0	0	0
ENSMUSG00000083603.1	0	0	0	0	0	0	0	0
ENSMUSG00000031214.13	3	472	3	21	90	25	1	41
ENSMUSG00000099037.1	0	0	0	0	0	0	0	0
ENSMUSG00000088616.1	0	0	0	0	0	0	0	0
ENSMUSG00000047694.12	99	315	50	8	219	144	200	135
ENSMUSG00000082549.1	2	0	0	0	2	0	0	0
ENSMUSG00000031216.13	0	0	1	1	0	36	1	0
ENSMUSG00000083310.2	0	0	0	0	16	0	0	0
ENSMUSG00000031217.8	17	42	180	1	29	66	11	7
ENSMUSG00000073051.4	0	0	0	0	0	0	0	0
ENSMUSG00000085053.1	0	0	0	0	0	0	0	0
ENSMUSG00000085553.1	0	0	0	0	0	0	0	0
ENSMUSG00000034403.16	406	381	190	70	487	72	444	1020
ENSMUSG00000082505.1	0	0	0	0	0	0	0	0
ENSMUSG00000083682.1	0	0	0	0	0	0	0	0
ENSMUSG00000071719.2	0	0	0	0	0	0	0	0
ENSMUSG00000059327.9	0	1	0	0	33	85	46	2
ENSMUSG00000082907.1	0	0	0	0	0	0	0	0
ENSMUSG00000083936.1	0	0	0	0	0	0	0	0
ENSMUSG00000080813.1	0	0	1	0	2	1	1	0
ENSMUSG00000076398.1	0	0	0	0	0	0	0	0
ENSMUSG00000031220.14	0	0	0	0	0	0	0	0
ENSMUSG00000051582.2	0	0	0	0	0	0	0	0
ENSMUSG00000031221.7	206	60	47	394	242	170	297	514
ENSMUSG00000067597.5	0	0	0	0	0	0	0	0
ENSMUSG00000015665.8	0	0	0	0	0	0	0	0
ENSMUSG00000081886.1	0	1	0	0	0	0	1	4
ENSMUSG00000044359.1	0	0	0	0	0	0	0	0
ENSMUSG00000060890.11	0	0	0	0	0	0	0	0
ENSMUSG00000015668.13	230	137	230	375	537	305	727	653
ENSMUSG00000034311.3	2	2	1	68	347	105	2	276
ENSMUSG00000019359.14	0	0	0	0	0	0	0	0
ENSMUSG00000085314.1	0	0	0	0	0	0	0	0
ENSMUSG00000086736.1	0	0	0	0	0	0	0	0
ENSMUSG00000089030.1	0	0	0	0	0	0	0	0
ENSMUSG00000000881.12	135	132	2	10	60	15	3	1
ENSMUSG00000009670.11	0	0	0	0	0	0	0	0
ENSMUSG00000089205.1	0	0	0	0	0	0	0	0
ENSMUSG00000088839.2	0	0	0	0	0	0	0	0
ENSMUSG00000081806.1	0	0	0	0	0	0	0	0
ENSMUSG00000081943.1	0	0	0	1	2	0	0	5
ENSMUSG00000031297.14	0	0	0	0	0	0	0	0
ENSMUSG00000046032.16	38	0	93	227	147	189	66	148
ENSMUSG00000088114.1	0	0	0	0	0	0	0	0
ENSMUSG00000083781.1	0	0	0	0	0	0	0	0
ENSMUSG00000077303.1	0	0	0	0	0	0	0	0
ENSMUSG00000042903.8	6	28	0	4	37	0	7	0
ENSMUSG00000090141.1	0	0	0	0	0	0	0	0
ENSMUSG00000092463.1	0	0	0	0	0	0	0	0
ENSMUSG00000031304.18	458	365	494	125	199	206	312	430
ENSMUSG00000079487.11	534	127	164	2	349	84	173	267
ENSMUSG00000096056.1	0	0	0	0	0	0	0	0
ENSMUSG00000031302.16	0	0	0	0	0	0	0	0
ENSMUSG00000047797.14	0	0	0	0	0	0	0	0
ENSMUSG00000031310.16	146	16	359	261	538	150	13	209
ENSMUSG00000031311.17	563	1220	1894	1071	1713	809	1414	3397
ENSMUSG00000031312.5	0	0	0	1	0	0	0	0
ENSMUSG00000083897.1	0	0	0	0	0	0	0	0
ENSMUSG00000081674.1	0	0	1	0	1	0	0	1
ENSMUSG00000031314.18	165	19	135	91	359	26	168	147
ENSMUSG00000034160.13	573	1571	1546	881	1417	450	763	1364
ENSMUSG00000082729.3	0	5	4	2	1	2	1	7
ENSMUSG00000118478.1	0	0	0	0	0	0	0	0
ENSMUSG00000084197.1	0	0	0	0	0	0	0	0
ENSMUSG00000050232.6	0	166	0	0	0	0	0	182
ENSMUSG00000084284.1	19	44	32	24	35	20	43	63
ENSMUSG00000082541.1	0	0	1	0	0	0	0	0
ENSMUSG00000045010.14	0	0	0	0	0	0	0	0
ENSMUSG00000046774.17	0	0	0	0	0	0	0	0
ENSMUSG00000081230.1	0	0	0	0	0	0	0	0
ENSMUSG00000118638.1	0	0	0	0	0	0	0	0
ENSMUSG00000082284.1	18	20	22	11	33	18	22	54
ENSMUSG00000079481.11	1	0	233	2	105	2	0	3
ENSMUSG00000087712.1	0	0	0	0	0	0	0	0
ENSMUSG00000098968.1	0	0	0	0	0	0	0	0
ENSMUSG00000049191.12	61	91	0	24	0	0	5	4
ENSMUSG00000087208.1	0	0	0	0	0	0	0	0
ENSMUSG00000079480.3	251	5	206	97	358	179	394	374
ENSMUSG00000081969.1	0	2	0	0	0	0	0	0
ENSMUSG00000051220.2	123	6	0	0	331	36	44	85
ENSMUSG00000084142.1	0	0	0	0	0	0	0	0
ENSMUSG00000031320.9	5963	11346	10089	4754	12804	4534	10572	11792
ENSMUSG00000081263.1	9	9	13	2	12	6	9	18
ENSMUSG00000051159.16	0	0	0	0	0	27	0	0
ENSMUSG00000085568.7	0	0	6	27	5	5	0	22
ENSMUSG00000093428.1	0	0	0	0	0	0	0	0
ENSMUSG00000067567.12	2	1	1	1	3	73	9	207
ENSMUSG00000034055.16	2	0	180	0	15	43	0	8
ENSMUSG00000080899.1	1	0	2	1	2	0	5	0
ENSMUSG00000083414.1	0	0	0	0	0	0	0	0
ENSMUSG00000081443.2	0	0	0	0	0	0	0	0
ENSMUSG00000079479.2	0	0	0	0	0	0	0	0
ENSMUSG00000073027.10	0	0	0	0	0	0	0	0
ENSMUSG00000080845.1	3	7	6	0	4	4	10	19
ENSMUSG00000081716.1	0	0	0	0	0	0	0	0
ENSMUSG00000081108.4	0	0	0	0	0	0	0	0
ENSMUSG00000083680.1	0	0	0	0	0	0	0	0
ENSMUSG00000082191.1	0	0	0	0	0	0	0	0
ENSMUSG00000094656.1	0	0	0	0	0	0	0	0
ENSMUSG00000067562.11	0	0	0	0	0	0	0	0
ENSMUSG00000082783.2	0	0	0	0	0	0	0	0
ENSMUSG00000081240.2	0	0	0	0	0	0	0	0
ENSMUSG00000095072.1	0	0	0	0	0	0	0	0
ENSMUSG00000067561.12	0	0	0	0	0	0	0	0
ENSMUSG00000088052.1	0	0	0	0	0	0	0	0
ENSMUSG00000032894.13	0	0	0	0	0	0	0	0
ENSMUSG00000084397.1	0	0	0	0	0	0	0	0
ENSMUSG00000031323.8	0	0	0	0	0	0	72	0
ENSMUSG00000079476.1	0	0	0	0	0	0	0	0
ENSMUSG00000109745.1	0	0	0	0	0	0	0	0
ENSMUSG00000081986.1	0	0	0	0	0	0	0	0
ENSMUSG00000083775.1	0	0	0	0	0	0	0	0
ENSMUSG00000081779.1	0	0	0	0	0	0	0	0
ENSMUSG00000084842.3	0	0	0	0	0	0	0	0
ENSMUSG00000080774.1	30	31	37	48	33	20	63	72
ENSMUSG00000086524.3	0	0	0	0	0	0	0	0
ENSMUSG00000084341.1	0	0	0	0	0	0	0	0
ENSMUSG00000081567.1	0	0	0	0	0	0	0	0
ENSMUSG00000048949.8	6	16	12	3	15	5	2	35
ENSMUSG00000031325.15	0	0	0	0	0	0	0	0
ENSMUSG00000082229.1	0	0	0	0	0	0	0	0
ENSMUSG00000083763.1	0	0	0	0	0	0	0	0
ENSMUSG00000080886.1	0	0	0	0	0	0	0	0
ENSMUSG00000098023.1	0	0	0	0	0	0	0	0
ENSMUSG00000083805.2	0	0	0	0	0	0	0	0
ENSMUSG00000083711.1	0	0	0	0	0	0	0	0
ENSMUSG00000031326.2	0	0	0	0	0	0	0	0
ENSMUSG00000081280.1	0	0	0	0	0	0	0	0
ENSMUSG00000031327.10	0	0	5	48	21	18	15	1
ENSMUSG00000097953.1	0	0	0	0	0	0	0	0
ENSMUSG00000031329.4	0	0	0	0	0	0	0	0
ENSMUSG00000098078.1	0	0	0	0	0	0	0	0
ENSMUSG00000085715.2	1	0	0	0	0	12	24	1
ENSMUSG00000086503.4	11	395	656	206	442	546	168	303
ENSMUSG00000099312.1	0	0	0	0	0	0	0	0
ENSMUSG00000098743.1	0	0	0	0	0	0	0	0
ENSMUSG00000098262.1	0	0	0	0	0	0	0	0
ENSMUSG00000083502.1	0	0	0	0	0	0	0	0
ENSMUSG00000082746.1	7	19	7	3	10	4	20	22
ENSMUSG00000097571.9	1	1	62	31	14	76	57	195
ENSMUSG00000099189.1	0	0	0	0	0	0	0	0
ENSMUSG00000082383.2	0	0	0	0	0	0	5	0
ENSMUSG00000082812.1	0	0	0	0	0	16	2	0
ENSMUSG00000043661.3	0	0	0	0	0	0	0	0
ENSMUSG00000081004.1	0	0	0	0	0	0	0	0
ENSMUSG00000086370.9	21	3	82	33	26	86	169	85
ENSMUSG00000065509.3	0	0	0	0	0	3	0	0
ENSMUSG00000076269.1	0	0	0	0	0	0	0	0
ENSMUSG00000106465.1	0	0	0	0	0	0	0	0
ENSMUSG00000103697.1	1	0	0	0	0	0	0	0
ENSMUSG00000098603.1	0	0	0	0	0	0	0	0
ENSMUSG00000080796.1	0	0	0	0	0	0	0	0
ENSMUSG00000099287.1	0	0	0	0	0	0	0	0
ENSMUSG00000098825.1	1	0	0	0	0	4	0	0
ENSMUSG00000099126.1	0	0	0	0	0	0	0	0
ENSMUSG00000031330.8	0	0	0	0	0	0	0	0
ENSMUSG00000083263.1	0	0	0	0	0	0	0	0
ENSMUSG00000083213.2	0	0	0	0	0	0	0	0
ENSMUSG00000081414.2	0	0	0	0	0	0	0	0
ENSMUSG00000033965.10	1	448	29	13	0	2	131	0
ENSMUSG00000083019.2	19	7	7	17	27	9	36	42
ENSMUSG00000104064.1	0	0	0	0	0	0	0	0
ENSMUSG00000083605.1	22	0	0	0	0	0	0	0
ENSMUSG00000082322.2	0	0	0	0	0	0	0	0
ENSMUSG00000081689.1	0	0	0	0	0	0	0	0
ENSMUSG00000056537.11	93	981	802	173	1097	326	678	1199
ENSMUSG00000080825.1	0	0	0	0	0	0	0	0
ENSMUSG00000064876.1	0	0	0	0	0	0	0	0
ENSMUSG00000077199.2	0	0	0	0	0	0	0	0
ENSMUSG00000088036.1	0	0	0	0	0	0	0	0
ENSMUSG00000046449.15	0	0	0	0	0	0	0	0
ENSMUSG00000076286.1	0	0	0	0	0	0	0	0
ENSMUSG00000031333.7	12	47	46	77	76	1	52	49
ENSMUSG00000083327.1	49	14	39	28	49	9	136	71
ENSMUSG00000082996.1	0	0	0	5	0	0	0	0
ENSMUSG00000073016.3	0	0	0	0	0	0	79	56
ENSMUSG00000033906.5	1	0	0	12	2	0	0	216
ENSMUSG00000089171.1	0	0	0	0	0	0	0	0
ENSMUSG00000083049.1	0	0	0	0	0	0	0	0
ENSMUSG00000100364.1	0	0	0	0	0	0	0	0
ENSMUSG00000031224.6	0	0	0	0	0	0	1	0
ENSMUSG00000081703.1	3	4	0	2	5	2	6	1
ENSMUSG00000088960.1	0	0	0	0	0	0	0	0
ENSMUSG00000082600.1	0	0	0	0	0	0	0	0
ENSMUSG00000087174.7	95	100	250	135	341	71	316	276
ENSMUSG00000031226.13	339	993	617	374	1836	344	560	1105
ENSMUSG00000031227.8	1	0	0	113	0	0	0	0
ENSMUSG00000082245.1	1	0	2	1	0	0	0	4
ENSMUSG00000083889.4	0	0	0	0	0	0	0	0
ENSMUSG00000085791.4	0	0	0	0	2	1	0	0
ENSMUSG00000083744.1	0	0	0	0	0	0	0	0
ENSMUSG00000065499.1	0	0	0	0	0	0	0	0
ENSMUSG00000087620.7	0	0	0	0	0	0	0	0
ENSMUSG00000065425.1	0	0	0	0	0	0	0	0
ENSMUSG00000082464.3	0	0	3	1	0	2	2	8
ENSMUSG00000090132.2	0	0	0	0	0	0	0	0
ENSMUSG00000081976.1	0	0	0	0	0	0	0	0
ENSMUSG00000084376.1	0	0	0	0	0	0	0	0
ENSMUSG00000082275.1	0	0	0	0	0	0	0	0
ENSMUSG00000063442.5	1	1	4	22	1	0	2	0
ENSMUSG00000031230.3	0	0	0	0	0	0	0	0
ENSMUSG00000031229.16	307	660	1709	450	1429	291	486	1050
ENSMUSG00000084678.1	0	0	0	0	0	0	0	0
ENSMUSG00000079965.2	0	0	0	26	0	16	0	1
ENSMUSG00000084575.1	8	0	0	16	37	0	25	1
ENSMUSG00000031232.17	142	2	296	167	371	40	276	408
ENSMUSG00000031231.4	551	907	1110	797	1760	561	1530	1744
ENSMUSG00000033792.12	60	46	93	43	3	0	211	153
ENSMUSG00000033777.4	0	0	0	0	0	0	0	0
ENSMUSG00000081081.1	0	0	0	0	0	0	0	0
ENSMUSG00000062070.12	546	23	1541	408	1497	745	1272	1429
ENSMUSG00000047242.14	138	99	165	128	2	35	40	352
ENSMUSG00000073012.2	0	0	0	0	0	0	0	0
ENSMUSG00000082618.1	0	0	0	0	0	0	0	0
ENSMUSG00000081289.1	2	3	2	0	2	0	2	6
ENSMUSG00000083814.1	0	0	0	0	0	0	0	0
ENSMUSG00000099128.1	0	0	0	0	0	0	0	0
ENSMUSG00000084219.1	0	0	0	0	0	0	0	0
ENSMUSG00000081778.1	0	0	0	0	0	0	0	0
ENSMUSG00000033737.14	0	0	0	0	0	0	0	0
ENSMUSG00000098455.1	0	0	0	0	0	0	0	0
ENSMUSG00000052821.3	0	0	0	76	0	0	0	0
ENSMUSG00000073010.9	0	0	0	0	0	0	0	0
ENSMUSG00000064553.1	0	0	0	0	0	0	0	0
ENSMUSG00000082174.1	0	0	0	0	0	0	0	0
ENSMUSG00000083432.1	0	0	0	0	0	0	0	0
ENSMUSG00000081395.1	0	0	0	0	0	0	0	0
ENSMUSG00000083595.1	1	1	1	0	0	0	0	0
ENSMUSG00000065733.1	0	0	0	0	0	0	0	0
ENSMUSG00000080380.1	0	0	0	0	0	0	0	0
ENSMUSG00000083063.1	0	0	0	0	0	0	0	0
ENSMUSG00000082939.1	0	0	0	0	0	0	0	0
ENSMUSG00000080841.1	0	0	0	0	0	0	0	0
ENSMUSG00000047686.9	0	0	0	0	0	0	0	0
ENSMUSG00000049929.7	0	0	0	14	1	0	0	0
ENSMUSG00000050921.12	0	15	0	0	0	0	0	3
ENSMUSG00000054293.10	59	13	105	35	0	0	0	0
ENSMUSG00000082630.1	0	0	0	0	0	0	0	0
ENSMUSG00000080898.1	0	0	0	0	0	0	0	0
ENSMUSG00000073008.11	0	31	0	0	0	0	0	0
ENSMUSG00000080939.1	0	0	0	0	0	0	0	0
ENSMUSG00000081131.1	0	0	0	0	0	0	0	0
ENSMUSG00000080758.1	3	5	7	2	0	1	3	4
ENSMUSG00000031239.5	131	375	122	1	85	54	62	178
ENSMUSG00000082172.1	0	0	0	0	0	0	0	0
ENSMUSG00000055700.7	0	0	0	0	0	0	0	0
ENSMUSG00000031241.17	0	0	0	0	0	0	0	0
ENSMUSG00000031242.7	107	121	154	136	304	88	284	240
ENSMUSG00000073007.10	0	0	0	0	0	0	0	0
ENSMUSG00000073006.2	0	0	0	0	0	0	0	0
ENSMUSG00000081807.1	0	0	0	0	0	0	0	0
ENSMUSG00000082354.1	0	0	0	0	0	0	0	0
ENSMUSG00000081560.1	0	0	0	0	0	0	0	0
ENSMUSG00000093916.2	0	0	0	0	0	0	0	0
ENSMUSG00000063663.11	0	0	2	100	0	44	40	0
ENSMUSG00000086629.8	25	184	88	21	0	6	15	3
ENSMUSG00000081748.1	0	0	0	0	0	0	0	0
ENSMUSG00000081793.1	0	0	0	0	0	0	0	0
ENSMUSG00000031245.8	123	343	288	61	250	169	360	359
ENSMUSG00000077652.1	0	0	0	0	0	0	3	0
ENSMUSG00000064574.1	0	0	0	0	0	0	0	0
ENSMUSG00000031246.14	220	99	397	103	442	143	102	554
ENSMUSG00000088298.1	0	0	0	9	0	0	0	0
ENSMUSG00000083210.1	0	0	0	0	0	23	0	0
ENSMUSG00000048621.3	0	0	0	0	0	0	0	0
ENSMUSG00000081681.1	0	0	0	0	0	0	0	0
ENSMUSG00000082189.1	0	0	2	0	0	0	1	1
ENSMUSG00000083928.1	2	0	7	2	3	0	2	10
ENSMUSG00000082853.1	0	0	0	0	0	0	0	0
ENSMUSG00000083641.1	0	0	0	0	0	0	0	0
ENSMUSG00000081211.1	0	0	0	0	0	0	0	0
ENSMUSG00000065907.1	0	0	0	0	0	0	0	0
ENSMUSG00000109088.1	0	0	0	0	0	0	0	0
ENSMUSG00000056854.4	0	0	0	0	0	0	0	0
ENSMUSG00000073001.3	0	0	0	0	0	0	0	0
ENSMUSG00000062226.5	0	0	0	0	0	0	0	0
ENSMUSG00000025665.16	0	0	0	0	0	0	0	0
ENSMUSG00000034551.12	32	0	0	1	26	2	101	6
ENSMUSG00000083898.2	0	0	0	0	0	0	0	0
ENSMUSG00000082546.1	0	0	0	0	0	0	0	0
ENSMUSG00000082752.1	0	0	0	0	0	0	0	0
ENSMUSG00000109156.1	0	0	0	0	0	0	0	0
ENSMUSG00000034555.14	0	0	0	0	0	0	0	0
ENSMUSG00000083037.1	0	0	0	0	0	0	0	0
ENSMUSG00000083392.1	2	5	5	3	3	0	9	10
ENSMUSG00000079460.11	0	0	0	0	0	0	0	0
ENSMUSG00000082669.1	0	0	0	0	0	0	0	0
ENSMUSG00000025525.12	11	284	399	148	0	180	134	458
ENSMUSG00000025527.9	0	0	0	0	0	0	0	0
ENSMUSG00000083520.1	0	0	0	0	1	0	0	0
ENSMUSG00000083818.1	0	0	0	0	0	0	0	0
ENSMUSG00000025528.10	0	0	0	0	0	0	0	0
ENSMUSG00000025529.14	0	31	83	0	0	0	0	0
ENSMUSG00000034607.6	0	0	0	0	0	0	0	0
ENSMUSG00000081399.2	0	0	0	0	0	0	0	0
ENSMUSG00000084097.1	0	0	0	0	0	0	0	0
ENSMUSG00000082636.1	0	0	0	0	0	0	0	0
